Reading xml
not well-formed (invalid token): line 1, column 0
syntax error: line 1, column 0
100000 records processed.   @2008-10-02T15:41:17.530
33100000 records processed.   @2016-12-30T15:58:55.177
33200000 records processed.   @2017-01-08T00:01:21.710
33300000 records processed.   @2017-01-15T01:43:15.333
33400000 records processed.   @2017-01-22T00:56:23.053
33500000 records processed.   @2017-01-29T05:01:50.740
33600000 records processed.   @2017-02-04T23:59:25.430
33700000 records processed.   @2017-02-11T14:06:45.030
33800000 records processed.   @2017-02-17T20:33:32.960
33900000 records processed.   @2017-02-24T10:49:41.073
34000000 records processed.   @2017-03-02T22:42:10.400
34100000 records processed.   @2017-03-09T14:18:38.837
34200000 records processed.   @2017-03-16T07:05:18.237
34300000 records processed.   @2017-03-22T16:09:36.847
34400000 records processed.   @2017-03-29T08:02:04.593
34500000 records processed.   @2017-04-04T22:01:10.427
34600000 records processed.   @2017-04-11T15:39:08.730
34700000 records processed.   @2017-04-18T20:32:48.260
34800000 records processed.   @2017-04-25T13:55:17.373
34900000 records processed.   @2017-05-02T17:23:39.157
35000000 records processed.   @2017-05-09T15:52:43.943
35100000 records processed.   @2017-05-16T15:05:12.680
35200000 records processed.   @2017-05-23T12:59:10.763
35300000 records processed.   @2017-05-30T15:24:49.007
35400000 records processed.   @2017-06-06T18:14:09.293
35500000 records processed.   @2017-06-13T17:55:08.960
35600000 records processed.   @2017-06-20T17:36:13.593
35700000 records processed.   @2017-06-27T21:40:34.970
35800000 records processed.   @2017-07-05T08:57:46.317
35900000 records processed.   @2017-07-12T08:42:35.533
36000000 records processed.   @2017-07-19T07:35:09.157
36100000 records processed.   @2017-07-25T23:55:48.207
36200000 records processed.   @2017-08-01T18:57:35.087
36300000 records processed.   @2017-08-08T19:07:15.503
36400000 records processed.   @2017-08-16T07:19:26.697
36500000 records processed.   @2017-08-23T11:45:30.963
36600000 records processed.   @2017-08-30T20:54:08.563
36700000 records processed.   @2017-09-07T16:24:16.777
36800000 records processed.   @2017-09-15T06:43:53.510
36900000 records processed.   @2017-09-22T13:09:15.790
37000000 records processed.   @2017-09-29T22:44:25.563
37100000 records processed.   @2017-10-08T11:21:52.800
37200000 records processed.   @2017-10-16T04:49:22.430
37300000 records processed.   @2017-10-23T17:52:04.767
37400000 records processed.   @2017-10-31T05:20:19.120
37500000 records processed.   @2017-11-07T15:43:17.253
37600000 records processed.   @2017-11-14T21:20:34.237
37700000 records processed.   @2017-11-22T07:58:43.413
37800000 records processed.   @2017-11-29T23:11:55.697
37900000 records processed.   @2017-12-07T14:22:55.130
38000000 records processed.   @2017-12-15T10:32:06.463
38100000 records processed.   @2017-12-24T21:13:09.787
38200000 records processed.   @2018-01-04T14:26:26.970
38300000 records processed.   @2018-01-12T16:20:12.770
38400000 records processed.   @2018-01-21T02:46:39.237
38500000 records processed.   @2018-01-29T06:16:32.060
38600000 records processed.   @2018-02-05T17:30:10.463
38700000 records processed.   @2018-02-13T07:44:01.957
38800000 records processed.   @2018-02-20T21:58:29.187
38900000 records processed.   @2018-02-28T11:50:22.357
39000000 records processed.   @2018-03-07T23:04:31.540
39100000 records processed.   @2018-03-15T10:27:14.943
39200000 records processed.   @2018-03-22T15:18:18.960
39300000 records processed.   @2018-03-29T22:28:27.103
39400000 records processed.   @2018-04-06T19:05:30.580
39500000 records processed.   @2018-04-14T16:15:57.880
39600000 records processed.   @2018-04-22T16:19:47.843
39700000 records processed.   @2018-04-30T13:02:05.057
39800000 records processed.   @2018-05-08T12:24:54.243
39900000 records processed.   @2018-05-16T08:34:10.237
40000000 records processed.   @2018-05-23T22:30:40.633
40100000 records processed.   @2018-05-31T18:48:03.923
40200000 records processed.   @2018-06-08T15:49:43.520
40300000 records processed.   @2018-06-17T14:00:00.253
40400000 records processed.   @2018-06-25T18:31:55.110
Converting to Dataframe
Merging
Writting
