Reading xml
not well-formed (invalid token): line 1, column 0
syntax error: line 1, column 0
100000 records processed.   @2008-10-02T15:41:17.530
9500000 records processed.   @2012-07-13T01:09:09.817
9600000 records processed.   @2012-07-20T17:23:21.440
9700000 records processed.   @2012-07-28T20:56:22.603
9800000 records processed.   @2012-08-06T08:47:07.260
9900000 records processed.   @2012-08-14T04:39:42.877
10000000 records processed.   @2012-08-22T06:24:41.603
10100000 records processed.   @2012-08-30T00:50:16.177
10200000 records processed.   @2012-09-06T23:25:16.517
10300000 records processed.   @2012-09-14T20:12:23.990
10400000 records processed.   @2012-09-23T18:22:34.347
10500000 records processed.   @2012-10-01T16:15:23.740
10600000 records processed.   @2012-10-09T11:44:06.817
10700000 records processed.   @2012-10-16T18:55:10.163
10800000 records processed.   @2012-10-24T04:03:49.673
10900000 records processed.   @2012-10-31T18:41:36.160
11000000 records processed.   @2012-11-08T10:51:21.390
11100000 records processed.   @2012-11-16T00:07:01.217
11200000 records processed.   @2012-11-23T13:23:34.240
11300000 records processed.   @2012-11-30T19:36:25.093
11400000 records processed.   @2012-12-08T03:14:55.737
11500000 records processed.   @2012-12-15T21:28:08.533
11600000 records processed.   @2012-12-24T09:12:21.737
11700000 records processed.   @2013-01-03T16:27:02.077
11800000 records processed.   @2013-01-10T22:11:24.083
11900000 records processed.   @2013-01-18T04:53:25.620
12000000 records processed.   @2013-01-25T05:33:15.970
12100000 records processed.   @2013-02-01T03:19:12.260
12200000 records processed.   @2013-02-07T22:42:52.063
12300000 records processed.   @2013-02-14T23:10:41.353
12400000 records processed.   @2013-02-21T18:36:38.033
12500000 records processed.   @2013-02-28T11:08:45.330
12600000 records processed.   @2013-03-06T21:48:13.797
12700000 records processed.   @2013-03-13T11:26:21.547
12800000 records processed.   @2013-03-19T20:12:21.777
12900000 records processed.   @2013-03-26T11:11:17.183
13000000 records processed.   @2013-04-02T11:01:44.750
13100000 records processed.   @2013-04-08T20:33:58.733
13200000 records processed.   @2013-04-15T11:54:38.437
13300000 records processed.   @2013-04-22T04:19:17.673
13400000 records processed.   @2013-04-28T15:28:48.890
13500000 records processed.   @2013-05-05T22:05:23.673
13600000 records processed.   @2013-05-13T05:04:23.297
13700000 records processed.   @2013-05-19T22:53:16.243
13800000 records processed.   @2013-05-27T02:20:59.250
13900000 records processed.   @2013-06-03T05:29:42.347
14000000 records processed.   @2013-06-10T02:11:31.473
14100000 records processed.   @2013-06-17T07:38:52.520
14200000 records processed.   @2013-06-24T04:40:31.907
14300000 records processed.   @2013-06-30T19:12:17.043
14400000 records processed.   @2013-07-08T05:28:36.320
14500000 records processed.   @2013-07-15T00:20:50.257
14600000 records processed.   @2013-07-21T08:43:29.493
14700000 records processed.   @2013-07-27T06:50:38.270
14800000 records processed.   @2013-08-02T14:24:26.657
14900000 records processed.   @2013-08-09T09:45:16.133
15000000 records processed.   @2013-08-16T07:44:20.597
15100000 records processed.   @2013-08-23T01:58:16.130
15200000 records processed.   @2013-08-29T18:54:02.240
15300000 records processed.   @2013-09-05T19:48:42.107
15400000 records processed.   @2013-09-12T16:49:50.487
15500000 records processed.   @2013-09-19T12:52:59.770
15600000 records processed.   @2013-09-26T05:57:32.447
15700000 records processed.   @2013-10-02T20:22:54.253
15800000 records processed.   @2013-10-09T12:00:39.997
15900000 records processed.   @2013-10-16T06:36:39.180
16000000 records processed.   @2013-10-22T15:27:17.103
16100000 records processed.   @2013-10-28T23:59:03.137
16200000 records processed.   @2013-11-04T17:22:34.647
16300000 records processed.   @2013-11-11T07:13:34.747
16400000 records processed.   @2013-11-17T01:22:45.373
16500000 records processed.   @2013-11-22T18:31:56.540
16600000 records processed.   @2013-11-29T08:41:42.180
16700000 records processed.   @2013-12-05T18:29:02.970
16800000 records processed.   @2013-12-12T01:06:25.813
16900000 records processed.   @2013-12-18T13:13:25.060
17000000 records processed.   @2013-12-26T13:44:19.760
17100000 records processed.   @2014-01-03T20:11:20.080
17200000 records processed.   @2014-01-10T06:02:16.280
17300000 records processed.   @2014-01-16T12:46:41.443
17400000 records processed.   @2014-01-22T16:15:21.447
17500000 records processed.   @2014-01-28T17:57:34.430
17600000 records processed.   @2014-02-03T21:32:56.637
17700000 records processed.   @2014-02-09T20:21:00.723
17800000 records processed.   @2014-02-14T21:21:32.277
17900000 records processed.   @2014-02-20T17:24:04.420
18000000 records processed.   @2014-02-26T12:08:57.197
18100000 records processed.   @2014-03-04T07:52:16.490
18200000 records processed.   @2014-03-10T01:08:55.880
18300000 records processed.   @2014-03-14T20:23:53.817
18400000 records processed.   @2014-03-20T17:27:24.640
18500000 records processed.   @2014-03-26T15:59:43.510
18600000 records processed.   @2014-04-01T16:53:42.903
18700000 records processed.   @2014-04-07T16:11:40.030
18800000 records processed.   @2014-04-13T13:36:13.693
18900000 records processed.   @2014-04-19T13:36:16.500
19000000 records processed.   @2014-04-25T15:25:23.623
19100000 records processed.   @2014-05-02T09:26:18.777
19200000 records processed.   @2014-05-08T22:08:16.657
19300000 records processed.   @2014-05-15T15:10:21.453
19400000 records processed.   @2014-05-22T16:27:59.547
19500000 records processed.   @2014-05-29T19:49:03.607
19600000 records processed.   @2014-06-06T00:20:23.280
19700000 records processed.   @2014-06-13T09:22:19.210
19800000 records processed.   @2014-06-20T16:06:53.610
19900000 records processed.   @2014-06-27T21:21:37.810
20000000 records processed.   @2014-07-05T19:11:19.023
20100000 records processed.   @2014-07-13T03:52:35.510
20200000 records processed.   @2014-07-20T04:20:03.967
20300000 records processed.   @2014-07-26T19:37:14.273
20400000 records processed.   @2014-08-03T06:00:29.870
20500000 records processed.   @2014-08-10T16:11:08.717
20600000 records processed.   @2014-08-18T06:53:23.930
20700000 records processed.   @2014-08-25T12:42:17.697
20800000 records processed.   @2014-09-02T01:37:53.087
20900000 records processed.   @2014-09-09T11:34:36.580
21000000 records processed.   @2014-09-16T15:13:39.623
21100000 records processed.   @2014-09-23T18:04:28.847
21200000 records processed.   @2014-09-30T21:34:50.113
21300000 records processed.   @2014-10-08T14:29:38.350
21400000 records processed.   @2014-10-15T17:06:46.753
21500000 records processed.   @2014-10-22T21:02:00.797
21600000 records processed.   @2014-10-30T05:33:09.287
21700000 records processed.   @2014-11-06T08:05:51.997
21800000 records processed.   @2014-11-13T06:59:12.063
21900000 records processed.   @2014-11-20T05:09:49.200
22000000 records processed.   @2014-11-27T00:31:07.913
22100000 records processed.   @2014-12-04T09:43:38.693
22200000 records processed.   @2014-12-11T10:14:28.040
22300000 records processed.   @2014-12-18T15:41:03.347
22400000 records processed.   @2014-12-28T21:20:02.687
22500000 records processed.   @2015-01-06T23:53:56.733
22600000 records processed.   @2015-01-14T08:41:21.433
22700000 records processed.   @2015-01-21T11:58:06.313
22800000 records processed.   @2015-01-28T14:55:39.423
22900000 records processed.   @2015-02-04T14:20:40.787
23000000 records processed.   @2015-02-11T10:01:45.047
23100000 records processed.   @2015-02-18T08:41:46.397
23200000 records processed.   @2015-02-24T21:23:57.317
23300000 records processed.   @2015-03-03T14:35:46.123
23400000 records processed.   @2015-03-10T10:57:35.780
23500000 records processed.   @2015-03-17T00:26:32.240
23600000 records processed.   @2015-03-23T18:03:19.253
23700000 records processed.   @2015-03-30T11:42:36.237
23800000 records processed.   @2015-04-06T14:28:59.963
23900000 records processed.   @2015-04-13T08:03:16.910
24000000 records processed.   @2015-04-19T05:09:33.477
24100000 records processed.   @2015-04-24T14:30:20.187
24200000 records processed.   @2015-04-30T18:23:57.673
24300000 records processed.   @2015-05-07T12:07:05.547
24400000 records processed.   @2015-05-13T22:54:42.243
24500000 records processed.   @2015-05-20T15:04:31.307
24600000 records processed.   @2015-05-27T10:50:28.207
24700000 records processed.   @2015-06-02T21:04:18.367
24800000 records processed.   @2015-06-09T13:13:39.797
24900000 records processed.   @2015-06-16T05:39:17.550
25000000 records processed.   @2015-06-22T17:39:28.450
25100000 records processed.   @2015-06-29T10:02:45.117
25200000 records processed.   @2015-07-06T06:44:42.580
25300000 records processed.   @2015-07-12T06:38:40.020
25400000 records processed.   @2015-07-18T12:08:24.340
25500000 records processed.   @2015-07-24T17:40:15.873
25600000 records processed.   @2015-07-31T09:19:07.257
25700000 records processed.   @2015-08-07T01:31:52.357
25800000 records processed.   @2015-08-13T18:32:20.090
25900000 records processed.   @2015-08-20T15:20:55.413
26000000 records processed.   @2015-08-27T11:01:42.700
26100000 records processed.   @2015-09-03T10:49:24.960
26200000 records processed.   @2015-09-10T11:58:05.947
26300000 records processed.   @2015-09-17T10:29:55.627
26400000 records processed.   @2015-09-24T06:36:08.777
26500000 records processed.   @2015-10-01T07:34:14.923
26600000 records processed.   @2015-10-08T07:29:47.487
26700000 records processed.   @2015-10-14T22:19:13.140
26800000 records processed.   @2015-10-21T16:40:03.663
26900000 records processed.   @2015-10-28T13:19:13.377
27000000 records processed.   @2015-11-04T11:13:17.903
27100000 records processed.   @2015-11-11T09:54:23.190
27200000 records processed.   @2015-11-18T08:38:41.267
27300000 records processed.   @2015-11-24T19:56:33.370
27400000 records processed.   @2015-12-01T22:09:40.577
27500000 records processed.   @2015-12-08T15:54:55.970
27600000 records processed.   @2015-12-15T10:59:57.227
27700000 records processed.   @2015-12-22T11:18:52.037
27800000 records processed.   @2015-12-31T06:48:24.893
27900000 records processed.   @2016-01-08T05:19:57.913
28000000 records processed.   @2016-01-14T18:50:36.740
28100000 records processed.   @2016-01-21T13:17:38.237
28200000 records processed.   @2016-01-28T02:42:09.350
28300000 records processed.   @2016-02-03T14:19:12.253
28400000 records processed.   @2016-02-10T05:41:38.933
28500000 records processed.   @2016-02-16T15:49:46.427
28600000 records processed.   @2016-02-22T22:33:53.667
28700000 records processed.   @2016-02-29T06:44:47.767
28800000 records processed.   @2016-03-05T23:59:33.343
28900000 records processed.   @2016-03-11T21:26:33.080
29000000 records processed.   @2016-03-18T08:12:11.230
29100000 records processed.   @2016-03-24T20:06:04.797
29200000 records processed.   @2016-03-31T16:00:49.857
29300000 records processed.   @2016-04-07T05:37:50.223
29400000 records processed.   @2016-04-13T11:53:07.213
29500000 records processed.   @2016-04-19T18:07:21.460
29600000 records processed.   @2016-04-26T03:15:37.617
29700000 records processed.   @2016-05-02T12:57:51.703
29800000 records processed.   @2016-05-09T09:17:45.837
29900000 records processed.   @2016-05-15T15:43:10.7430it [00:00, ?it/s]50it [00:00, 495.32it/s]100it [00:00, 496.38it/s]146it [00:00, 493.83it/s]

30000000 records processed.   @2016-05-22T00:21:52.723
30100000 records processed.   @2016-05-28T11:11:59.107
30200000 records processed.   @2016-06-04T07:33:43.493
30300000 records processed.   @2016-06-10T22:41:13.783
30400000 records processed.   @2016-06-17T17:58:25.937
30500000 records processed.   @2016-06-24T15:14:30.403
Converting to Dataframe
Merging
Writting
